RÚgIE_ENTR;PROJET_O_N;DOM_PUBLIC;DOSSIER;O_N;NOM;CANTON;SS_QUARTIE;QUARTIER;QUARTIER0;SECTEUR;LIBSECTEUR;CAT?GORIE;LIBCATÚgOR;DATE_CR?AT;ADRESSE;PELOUSES;FLEURS;ARBUSTES;JEUX;ALL?ES;FRICHE;JARDINIERE;HAIES_LONG;WC_O_N;D?POT_JARD;ECLAIRAGE_;V?G?TAUX;BORNE_FONT;BASSINS_FO;DATE_MODIF;COORDONN?E;N_GEST;_LIBGESTI;N_MOEUVRE;_1_LIBGES;DATE_FICHE;GROUPE_ENT;LIBGROUPE;EAU_SURFAC;ROSIERS_SU;FEUILLUS_U;CONIFERE_U;PRAIRIE;PALMIERS_Q;BOISEMENT;XCOORD;YCOORD;ALLÚeS_NON;VIVACES;PROPRIÚt?;LIBPROPRI;UNIFIÚe;LIBTYPOLOG;SEV;NON_SEV;TOTALE;ARBRES;HORTICOLE;HISTORIQUE;ECOLOGIE;ACTIVIT?;COMPOSITIO;ZONE;CL¶tURÚ_O_;FERMETURE;LIBFERMETU;HANDICAPÚs;HANDICAP0;LIBEVOLUTI;ACCESSIBIL;MODIFICATI;TRAML1;BUS;MSEC;BALAYAGESE;NOMCOURT;LONGITUDE;LATITUDE
Non;Non;19820101;122;Non;Ilot d'Assas;10;20;Les Arceaux;Centre;B;Peyrou;Ab.voi;Abords de voirie;19820101;Ave. d'Assas;100;150;0;0;0;0;0;0;Non;Non;Oui;;0;0;34451;J10;1;SEV;1;SEV;33676;2;Normal;0;0;0;0;0;0;0;723515,0715;147048,2303;0;90;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;340;0;340;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;6 - Doria (97 m);0;Non;Ilot d'Assas;3,866841;43,613045
Non;Non;19830101;124;Non;Croix du Peyrou;1;21;Centre historique;Centre;B;Peyrou;Ab.voi;Abords de voirie;19830101;Place Giral;180;20;0;0;0;0;0;0;Non;Non;Oui;;0;0;34445;J10;1;SEV;1;SEV;33676;1;Prestige;0;0;0;0;0;0;0;723924,6611;146773,2787;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;200;0;200;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;16 - Peyrou (85 m);0;Non;Croix du Peyrou;3,871851;43,610501
Non;Non;19850101;125;Non;Anti-bruit Mas de BagnÞres;6;11;Croix d'Argent;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19850101;Ave Colonel Pavelet;0;0;3000;0;0;0;0;0;Non;Non;Non;;0;0;34445;i5;1;SEV;1;SEV;33633;3;Rustique;0;0;0;0;0;0;0;722975,7838;143979,5139;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;3000;0;3000;0;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39709;2 - Sabines (168 m);5 - Les grands pins (44 m);0;Non;Anti-bruit BagnÞres;3,859458;43,585517
Non;Non;19810101;126;Non;Boulevard Vialleton;10;21;Centre historique;Centre;B;Peyrou;Ab.voi;Abords de voirie;19810101;Boulevard Vialleton;542;55;0;0;0;0;0;0;Non;Oui;Oui;9 washigtonia robusta dont 1 isolÚ, 1 de 2 stipes, 1 de 3 stipes et 1 groupe de chamaerops humilis (supprimÚs avec ¯lot Henri lV);0;1;34445;J10;1;SEV;1;SEV;33676;1;Prestige;0;0;0;0;0;9;0;723944,2104;146782,6329;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;597;0;597;9;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39391;;16 - Peyrou (64 m);0;Non;Bd Vialleton;3,872096;43,610582
Non;Non;19880101;127;Non;Rue Foch;1;21;Centre historique;Centre;A;Ecusson;Ab.voi;Abords de voirie;19880101;rue Foch;760;109;0;0;0;0;0;0;Non;Non;Oui;11 Trachycarpus fortunei, 26 c humilis, 1 washingtonia robusta;0;0;34879;K10;1;SEV;1;SEV;33676;1;Prestige;0;0;0;0;0;38;0;724096,4008;146837,7073;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;869;0;869;38;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;6 - Peyrou (64 m);0;Non;Rue Foch;3,873993;43,611053
Non;Non;19810101;128;Non;Ilot MoularÞs/Rte de Palavas;5;14;Les Aiguerelles;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19810101;;445;15;30;0;0;0;0;0;Non;Non;Non;pin;0;0;34445;M6;1;SEV;1;SEV;33878;2;Normal;0;0;0;0;0;0;0;725404,3128;144895,704;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;490;0;490;0;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;16 - CitÚ de l'Arme (154 m);0;Non;MoularÞsXRte Palavas;3,889739;43,593354
Non;Non;19890101;129;Non;Rond-point Tournezy;5;12;PrÞs d'ArÞnes;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19890101;Rue de Montel Eglise;3536;40;0;0;0;0;0;0;Non;Non;Oui;olivier, eucalyptus, 13 trachycarpus fortunei;0;0;34451;L4;1;SEV;1;SEV;33679;2;Normal;0;0;0;0;0;13;0;724758,7651;143487,5229;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;3576;0;3576;13;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39147;;16 - Mas Saint-Pierre (124 m);0;Non;Rdpt Tournezy;3,881419;43,58079
Non;Non;19850101;130;Non;Rond-point Pierre Viala;10;6;Les CÚvennes;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19850101;Avenue de l'agriculture;400;36;0;0;0;0;0;0;Non;Non;Oui;2 trachycarpus fortunei;0;0;34457;H11;1;SEV;1;SEV;33676;2;Normal;0;0;0;0;0;2;0;722532,1406;147457,925;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;436;0;436;2;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;16 - Pierre Viala (173 m);0;Non;Rdpt Viala;3,854759;43,616895
Oui;Non;19890401;131;Non;Echangeur Evariste Galois;4;27;MillÚnaire;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19890401;Ave Pierre MendÞs-France;0;0;1030;0;0;0;0;0;Non;Non;Oui;;0;0;35075;Q9;1;SEV;26;SPL;33633;2;Normal;0;0;0;200;14440;0;0;727235,6418;146638,0101;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;15470;0;15470;200;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;La Ronde - Evariste Gallois (332 m);0;Non;Echangeur Galois;3,912828;43,608721
Oui;Non;19940101;132;Non;Rond-point du ZÚnith;4;27;MillÚnaire;Port Marianne;J;Grammont Entretien;Ab.voi;Abords de voirie;19940101;Ave Pierre MendÞs-France;8650;0;0;0;0;0;0;0;Non;Non;Oui;15 chamaerops, 23 formiums;0;0;35075;S9;1;SEV;26;SPL;33633;2;Normal;0;0;0;300;7070;15;0;728635,9401;146592,5001;0;1000;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;16720;0;16720;315;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;12 - Mas Julien (441 m);0;Non;Rdpt ZÚnith;3,93016;43,608069
Oui;Non;19890101;135;Non;Ilots Ave du Pic St-Loup;2;16;Plan des 4 Seigneurs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19890101;;400;0;4;0;0;0;0;0;Non;Non;Oui;6 pins d'Alep, 1 cyprÞs, 1 olivier;0;0;34452;H16;1;SEV;25;Clanet;33633;2;Normal;0;0;1;7;0;0;0;722439,2288;149962,5491;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;404;0;404;8;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;La Navette - Pic Saint-Loup (3 m);0;Non;Av Pic St-Loup;3,85418;43,639452
Non;Non;19820101;137;Non;Rue des deux ponts;4;23;Gares;Centre;C;Antigone;Ab.voi;Abords de voirie;19820101;;0;0;340;0;0;0;0;106;Non;Non;Oui;cyprÞs;0;0;34101;L8;1;SEV;1;SEV;33675;2;Normal;0;0;0;0;0;0;0;724662,2798;146091,0498;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;340;0;340;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 et 2 - Gares (131 m);12 - Gares (51 m);0;Non;Rue des deux ponts;3,880828;43,604238
Oui;Non;19680101;138;Non;Ave du Triolet;2;17;H¶pitaux-FacultÚs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19680101;;0;0;300;0;0;0;0;0;Non;Non;Non;17 lagerstroemia;0;0;34452;i13;1;SEV;25;Clanet;33633;3;Rustique;0;0;17;0;0;0;0;723058,3954;148543,6475;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;300;0;300;17;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - UniversitÚ des sciences et lettres (286 m);La Navette - Virgile (43 m);0;Non;Av Triolet;3,861528;43,626579
Non;Non;19860101;140;Non;Quai du Verdanson;3;28;Les Beaux Arts;Centre;E;Verdanson;Ab.voi;Abords de voirie;19860101;;65;0;131;0;0;0;68;0;Non;Non;Oui;68  trachycarpus fortunei;0;0;34457;L11;1;SEV;1;SEV;33679;2;Normal;0;57;0;0;0;68;0;724571,4701;147286,5007;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;321;0;321;68;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Louis Blanc (153 m);4 - Proudhon (206 m);0;Non;Quai Verdanson;3,881048;43,614705
Non;Non;19650101;150;Non;Bd Sarrail/Bonnenouvelle;1;28;Les Beaux Arts;Centre;A;Ecusson;Ab.voi;Abords de voirie;19650101;;161;0;0;0;0;0;0;0;Non;Non;Oui;;0;0;34451;L10;1;SEV;1;SEV;33639;2;Normal;0;0;0;0;0;0;0;724651,4541;147039,9271;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;161;0;161;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 et 2 - Corum (209 m);9 - Corum (236 m);0;Non;Sarrail/Bonnenouvell;3,880914;43,612779
Non;Non;19870101;160;Non;Ilot F. Bazille/Palavas;5;13;Saint-Martin;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19870101;Av de Palavas;0;0;184;0;0;0;0;60;Non;Non;Oui;cÞdre, micocoulier,washingtonia;0;0;34445;L8;1;SEV;1;SEV;33679;2;Normal;0;0;0;0;0;3;0;724960,7746;145754,7175;0;300;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;484;0;484;3;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39153;2 - Place Carnot (269 m);16 - H. RenÚ (116 m);0;Non;BazilleXPalavas;3,884447;43,60116
Non;Non;19870101;161;Non;Ilot F. Bazille/ Rabelais;4;13;Saint-Martin;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19870101;rue FrÚdÚric Bazille;70;0;0;0;0;0;0;0;Non;Non;Oui;1 c humilis;0;0;34445;L8;1;SEV;1;SEV;33679;2;Normal;0;0;0;0;0;1;0;724846,5268;145792,3447;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;70;0;70;1;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Place Carnot (245 m);16 - H. RenÚ (92 m);0;Non;BazilleXRabelais;3,883041;43,601518
Non;Non;19720101;176;Non;Ilot rue Jauffre Rudel;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19720101;;0;0;30;0;0;0;0;0;Non;Non;Oui;micocoulier;0;0;34445;C15;1;SEV;1;SEV;33633;3;Rustique;0;0;1;0;0;0;0;719741,634;149773,3623;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;30;0;30;1;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Hauts de Massane (294 m);15 - Pierre Cardenal (88 m);0;Non;Rue J Rudel;3,820708;43,638192
Non;Non;19670101;177;Non;Carrefour Milhau/Boussinesc;7;20;Les Arceaux;Centre;B;Peyrou;Ab.voi;Abords de voirie;19670101;;40;0;32;0;0;0;0;0;Non;Non;Oui;;0;0;34445;H10;1;SEV;1;SEV;33676;2;Normal;0;0;0;0;0;0;0;722812,978;146855,2597;0;200;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;272;0;272;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;6 - Ave de l'agriculture (192 m);0;Non;Milhau/Boussinesc;3,858101;43,611425
Oui;Non;19880101;182;Non;Ilot Azerrolliers;7;6;Les CÚvennes;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19880101;Azerolliers (rue des);57;0;0;0;0;0;0;0;Non;Non;Oui;1 olivier;0;0;34451;H10;1;SEV;47;UPEE7;33641;1;Prestige;0;0;1;0;0;0;0;722687,1687;147174,1447;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;57;0;57;1;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;6 - Louvain (143 m);0;Non;Ilot Azerrolliers;3,856615;43,614315
Oui;Non;19780101;187;Non;Rue des Fraisiers/ClÚmentville;7;6;Les CÚvennes;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19780101;;85;0;0;0;0;0;0;0;Non;Non;Oui;3 washingtonia filifera,  1 cyprÞs bleu;0;0;34451;H10;1;SEV;47;UPEE7;33641;1;Prestige;0;0;1;1;0;3;0;722412,2171;147112,6589;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;85;0;85;5;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;6 - Las Sorbes (204 m);0;Non;Rue des Fraisiers;3,853194;43,613808
Non;Non;19780101;188;Non;Ilot Croix Plan Cabane;1;22;Gambetta;Centre;B;Peyrou;Ab.voi;Abords de voirie;19780101;rue du Courreau;0;0;0;0;0;0;0;0;Non;Non;Oui;9 Trachycarpus fortunei.9 platanes;0;0;35072;J9;1;SEV;1;SEV;33676;2;Normal;0;0;9;0;0;9;0;723711,0902;146542,2605;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;0;0;0;18;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;15 - Plan Cabanes (110 m);0;Non;Croix Plan Cabane;3,869152;43,608459
Non;Non;19780101;189;Non;Rue Placentin;1;21;Centre historique;Centre;A;Ecusson;Ab.voi;Abords de voirie;19780101;;0;0;98;0;0;0;0;0;Non;Non;Oui;Lagerstroemia;0;0;34879;K10;1;SEV;1;SEV;33716;2;Normal;0;0;3;0;0;0;0;724043,954;146916,8505;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;98;0;98;3;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;6 - Peyrou (90 m);0;Non;Rue Placentin;3,873361;43,611773
Non;Non;19760101;190;Non;Ilots voie Domitienne;10;19;Boutonnet;Centre;E;Verdanson;Ab.voi;Abords de voirie;19760101;;260;20;675;0;0;0;0;57;Non;Non;Oui;;0;0;34445;H12;1;SEV;1;SEV;33676;2;Normal;0;0;0;0;0;0;0;722812,978;147902,5142;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;955;0;955;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;7 - CitÚ Roger (42 m);0;Non;Voie Domitienne;3,85834;43,62085
Non;Non;19820101;192;Non;Ave des Útats du Languedoc;3;23;Gares;Centre;C;Antigone;Ab.voi;Abords de voirie;19820101;;300;3;320;0;0;0;0;274;Non;Non;Oui;2 c humilis;0;0;34451;M9;1;SEV;1;SEV;33675;2;Normal;0;0;0;0;0;2;0;725068,5061;146407,4123;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;623;0;623;2;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Antigone (200 m);16 - H¶tel de Ville (283 m);0;Non;Ave Etats Languedoc;3,885933;43,607016
Non;Non;19720101;194;Non;Henri II de Montmorency;3;25;Antigone;Centre;C;Antigone;Ab.voi;Abords de voirie;19720101;AllÚe Henri II de Montmorency;2518;0;0;0;0;0;0;105;Non;Non;Oui;"5 oliviers, 15 trachycarpus fortunei , 25 pyrus calleyryana ""Bradford"", 1 pyrus salicifolia ""pendula, 2 paulownia tomentosa ""imperialis"", 14 albizzia julibrissim.";0;0;34451;L10;1;SEV;1;SEV;33675;2;Normal;1;0;47;0;0;15;0;725048,6414;146781,5819;0;500;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;3119;0;3119;62;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39848;1 - Antigone (207 m);8 - H¶tel de Ville (133 m);100;Non;Henri II Montmorency;3,885774;43,610387
Oui;Non;19700101;197;Non;Echangeur PÚnÚtrante Est;4;26;La Pompignane;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19700101;Ave Pierre MendÞs-France;2800;0;9450;0;0;0;0;870;Non;Non;Oui;Boisement de pins;0;0;34451;O10;1;SEV;26;SPL;33633;2;Normal;0;0;0;14;0;0;19450;726183,027;146732,3933;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;31700;0;31700;14;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Pompignane (486 m);9 - PainlevÚ (222 m);0;Non;PÚnÚtrante est;3,899812;43,609752
Non;Non;19850101;202;Non;Arbres de judÚe Pompignane;4;26;La Pompignane;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19850101;;0;0;106;0;0;0;0;0;Non;Non;Oui;arbre de judÚe;0;0;34451;N10;1;SEV;1;SEV;33679;2;Normal;0;0;0;0;0;0;0;726054,2748;147059,2662;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;106;0;106;0;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39706;2 - Pompignane (291 m);9 - Colverts (316 m);0;Non;Cercis Pompignane;3,898206;43,613326
Non;Non;19920130;205;Non;Ilots rue Henri Dunant;2;19;Boutonnet;Centre;E;Verdanson;Ab.voi;Abords de voirie;;;0;0;150;0;0;0;0;75;Non;Non;Oui;;0;0;34451;J13;1;SEV;1;SEV;33633;2;Normal;0;0;0;0;0;0;0;723618,809;148561,4101;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;150;0;150;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Saint-Eloi (246 m);La Ronde - Saint-Eloi (91 m);0;Non;Rue Dunant;3,868475;43,626645
Oui;Non;19880101;217;Non;Ilot Montasinos;3;18;Aiguelongue;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19880101;rue de Montasinos;96;0;0;0;0;0;0;0;Non;Non;Oui;Tilleul platyphylos;0;0;34451;K14;1;SEV;25;Clanet;33878;1;Prestige;1;0;1;0;0;0;0;724436,2014;148999,7981;0;10;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;107;0;107;1;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;9 - Alpilles (197 m);0;Non;Ilot Montasinos;3,878703;43,630454
Non;Non;19880101;218;Non;Ilot RoqueturiÞre/Aiguelongue;3;18;Aiguelongue;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19880101;rue de la RoqueturiÞre;88;0;6;0;0;0;0;0;Non;Non;Oui;1 chamaerops humilis;0;0;35076;K15;1;SEV;1;SEV;33679;1;Prestige;0;0;0;0;0;1;0;724406,4571;149535,8276;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;94;0;94;1;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;9 - Pioch de Boutonnet (142 m);0;Non;Roquetur Aiguelongue;3,878458;43,635283
Oui;Non;19871201;219;Non;AllÚe de la Martelle;8;7;La Chamberte;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19871201;avenue de Rocambale;2701;0;1080;0;0;0;0;800;Non;Non;Oui;5 cedrus deodara, 10 tulipers, 7 ginkgo;0;0;34451;F8;1;SEV;47;UPEE7;33633;3;Rustique;0;0;10;12;1000;0;0;721369,2718;145701,8503;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;4781;0;4781;22;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;;0;Non;AllÚe la Martelle;3,839957;43,601283
Non;Non;19720101;221;Non;Passerelle Verdanson;4;24;Les Aubes;Centre;E;Verdanson;Ab.voi;Abords de voirie;19720101;rue de la pÚpiniÞre;0;0;106;0;0;0;0;0;Non;Non;Non;;0;0;34445;M11;1;SEV;1;SEV;33633;2;Normal;0;0;0;0;0;0;0;725527,2842;147276,2005;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;106;0;106;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Les Aubes (316 m);8 - Verdanson (75 m);0;Non;Passerelle Verdanson;3,891818;43,614757
Non;Non;19920130;229;Non;Ave Rimbaud d'Orange;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;;Ave Rimbaud d'Orange;0;0;0;0;0;0;0;0;Non;Non;Oui;acacia boule;0;0;34862;B15;1;SEV;1;SEV;33633;2;Normal;0;0;8;0;800;0;0;719479,4;149575,7671;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;800;0;800;8;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Hauts de Massane (411 m);15 - ComtÚ de Toulouse (212 m);0;Non;Av Rimbaud d'Orange;3,817415;43,636455
Non;Non;19880101;230;Non;Europe/Blayac/gimel/pompiers;9;2;La Mosson;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19880101;avenue de l'Europe;1551;0;0;0;554;0;0;0;Non;Non;Oui;pin noir,micocoulier,peuplier;0;0;34451;C13;1;SEV;1;SEV;33865;1;Prestige;0;0;30;10;315;0;1609;719902,7582;148743,4499;315;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;4029;0;4344;40;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Saint-Paul (239 m);15 - Lausanne (209 m);0;Non;Av Europe;3,822476;43,628897
Non;Non;19870101;232;Non;Axe ave de l'Europe/Gimel;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19870101;ave de l'Europe;3990;0;258;0;0;0;0;0;Non;Non;Oui;acacia pyramidal, 2 c. humilis;0;0;35076;C14;1;SEV;1;SEV;33634;1;Prestige;0;0;10;0;0;2;0;719890,461;149179,2103;0;246;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;4494;0;4494;12;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39153;1 - Saint-Paul (290 m);15 - GÚmaux (94 m);0;Non;Axe av Europe;3,822421;43,63282
Non;Non;19921001;234;Non;Carrefour de Naples;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;;Avenue de Naples;370;30;0;0;0;0;0;0;Non;Non;Oui;1 pin parasol;0;0;35076;B16;1;SEV;1;SEV;33878;2;Normal;0;0;0;1;0;0;0;719541,201;149987,1434;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;400;0;400;1;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;15 - Carriera (153 m);0;Non;Carrefour de Naples;3,818273;43,640148
Oui;Non;19880101;237;Non;Echangeur rte Ganges EuromÚdec;10;17;H¶pitaux-FacultÚs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19880101;Rte de Ganges;5000;0;3000;0;0;0;0;0;Non;Non;Oui;ginkgo, pin noir, cÞdre, cyprÞs;0;0;34862;F17;1;SEV;25;Clanet;33633;3;Rustique;0;0;1;3;0;0;0;721512,4233;150559,9593;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;8000;0;8000;4;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;16 - Antennes (281 m);0;Non;Rte Ganges EuromÚdec;3,842831;43,644981
Oui;Non;19880101;239;Non;Ilot de la croix Lavit;10;17;H¶pitaux-FacultÚs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19880101;Rue de la croix Lavit;300;0;50;0;0;0;0;0;Non;Non;Oui;1 olivier, 1 cyprÞs, 230 m? d'iris;0;0;34451;E16;1;SEV;25;Clanet;33633;2;Normal;0;0;1;1;0;0;0;721124,8004;150043,1638;0;50;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;400;0;400;2;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;16 - Antennes (409 m);0;Non;Croix Lavit;3,837909;43,640394
Non;Non;19720101;241;Non;Parking rue Bertrand de Born;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19720101;rue Bertrand de Born;0;0;600;0;0;0;0;0;Non;Non;Oui;sophora;0;0;34862;C16;1;SEV;1;SEV;33633;3;Rustique;0;0;3;0;0;0;0;719935,4455;149974,7412;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;600;0;600;3;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - EuromÚdecine (364 m);16 - EuromÚdecine (Terminus) (249 m);0;Non;Park de Born;3,823156;43,639972
